"Tipo";"Ação Orçamentária";"Linguagem Cidadã";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"PAUINI";"R$ 47.394,88";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"SANTA ISABEL DO RIO NEGRO";"R$ 47.633,28";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Administração Pública Municipal";"AM";"SÃO PAULO DE OLIVENÇA";"R$ 47.811,72";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"ANAMÃ";"R$ 48.250,58";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"EIRUNEPÉ";"R$ 48.344,02";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"NHAMUNDÁ";"R$ 48.646,99";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"ANORI";"R$ 48.743,20";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"ANORI";"R$ 48.830,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"ENVIRA";"R$ 49.027,90";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"NHAMUNDÁ";"R$ 49.121,36";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"TONANTINS";"R$ 49.225,95";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"CAAPIRANGA";"R$ 49.708,00";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"GUAJARÁ";"R$ 49.823,18";
"Legais, Voluntárias e Específicas";"20AH - ORGANIZACAO DOS SERVICOS DE ASSISTENCIA FARMACEUTICA NO SUS";"Estruturação";"Fundo Público";"AM";"ANAMÃ";"R$ 49.860,00";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"CARAUARI";"R$ 49.915,08";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"SÃO GABRIEL DA CACHOEIRA";"R$ 50.414,01";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"APUÍ";"R$ 50.525,00";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"APUÍ";"R$ 50.543,56";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"UARINI";"R$ 50.793,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"URUCURITUBA";"R$ 50.905,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"NHAMUNDÁ";"R$ 50.910,00";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"NOVA OLINDA DO NORTE";"R$ 50.940,16";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"BARREIRINHA";"R$ 51.069,48";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"URUCURITUBA";"R$ 51.680,07";
"Legais, Voluntárias e Específicas";"00SU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"AM";"BENJAMIN CONSTANT";"R$ 51.750,10";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"TAPAUÁ";"R$ 51.890,00";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"TAPAUÁ";"R$ 51.904,69";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"PRESIDENTE FIGUEIREDO";"R$ 52.582,94";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"ITAPIRANGA";"R$ 53.121,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"JURUÁ";"R$ 53.130,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"RIO PRETO DA EVA";"R$ 53.154,09";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"SANTO ANTÔNIO DO IÇÁ";"R$ 53.170,63";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"FONTE BOA";"R$ 53.385,52";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"URUCURITUBA";"R$ 53.510,80";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"ANORI";"R$ 53.569,79";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"NHAMUNDÁ";"R$ 53.616,80";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"IPIXUNA";"R$ 53.690,00";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"GUAJARÁ";"R$ 53.856,00";
"Legais, Voluntárias e Específicas";"20WI - IMPLEMENTACAO DA POLITICA NACIONAL DE RECURSOS HIDRICOS";"Sem informação";"Administração Pública Estadual ou do Distrito Federal";"AM";"Não se aplica";"R$ 53.900,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Administração Pública Municipal";"AM";"BERURI";"R$ 54.000,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Administração Pública Municipal";"AM";"CODAJÁS";"R$ 54.240,00";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Administração Pública Municipal";"AM";"BOA VISTA DO RAMOS";"R$ 54.379,42";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"BERURI";"R$ 54.419,76";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"MANICORÉ";"R$ 54.527,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"PRESIDENTE FIGUEIREDO";"R$ 54.560,61";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"SANTO ANTÔNIO DO IÇÁ";"R$ 54.617,33";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"JUTAÍ";"R$ 54.751,66";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"TONANTINS";"R$ 54.774,89";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"AUTAZES";"R$ 54.940,72";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"URUCARÁ";"R$ 55.047,76";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"BENJAMIN CONSTANT";"R$ 55.436,40";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Administração Pública Municipal";"AM";"BOA VISTA DO RAMOS";"R$ 55.552,38";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"LÁBREA";"R$ 56.070,87";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"SILVES";"R$ 56.234,36";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"SÃO GABRIEL DA CACHOEIRA";"R$ 56.370,64";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"TONANTINS";"R$ 56.435,00";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"TEFÉ";"R$ 56.673,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"URUCARÁ";"R$ 56.732,31";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Administração Pública Municipal";"AM";"SÃO PAULO DE OLIVENÇA";"R$ 56.849,64";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"MARAÃ";"R$ 57.697,11";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"EIRUNEPÉ";"R$ 57.930,04";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"ITAPIRANGA";"R$ 57.954,66";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"NOVA OLINDA DO NORTE";"R$ 58.250,00";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"JURUÁ";"R$ 58.568,40";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"PARINTINS";"R$ 58.674,00";
"Legais, Voluntárias e Específicas";"20RM - EXAMES E AVALIACOES DA EDUCACAO BASICA";"Sem informação";"Administração Pública Estadual ou do Distrito Federal";"AM";"Não se aplica";"R$ 58.800,00";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"SANTA ISABEL DO RIO NEGRO";"R$ 58.858,60";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"PRESIDENTE FIGUEIREDO";"R$ 58.971,92";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"NOVO ARIPUANÃ";"R$ 59.494,08";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"CANUTAMA";"R$ 59.550,00";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"NOVO AIRÃO";"R$ 59.664,00";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"ITAPIRANGA";"R$ 59.920,16";
"Legais, Voluntárias e Específicas";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROJETOS E EVENTOS DE ESPORTE, EDUCACAO, LAZER E INCLUSAO SOCIAL";"Sem informação";"Administração Pública Estadual ou do Distrito Federal";"AM";"Não se aplica";"R$ 60.030,07";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"SÃO GABRIEL DA CACHOEIRA";"R$ 60.291,00";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"BORBA";"R$ 60.659,00";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"BORBA";"R$ 61.818,17";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"ENVIRA";"R$ 62.119,93";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"RIO PRETO DA EVA";"R$ 62.364,00";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"AUTAZES";"R$ 62.776,92";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"LÁBREA";"R$ 63.077,51";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"AMATURÁ";"R$ 63.595,00";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"BOCA DO ACRE";"R$ 63.777,00";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"BARCELOS";"R$ 63.804,64";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"BOCA DO ACRE";"R$ 64.330,00";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"PARINTINS";"R$ 64.337,08";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"ITAPIRANGA";"R$ 65.272,00";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"CARAUARI";"R$ 65.642,08";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"CARAUARI";"R$ 65.757,53";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"BARCELOS";"R$ 65.875,68";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"URUCURITUBA";"R$ 65.905,60";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"BARCELOS";"R$ 65.962,28";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"CODAJÁS";"R$ 66.437,84";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"CAAPIRANGA";"R$ 66.760,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"MANICORÉ";"R$ 67.248,03";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"FONTE BOA";"R$ 67.618,19";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"ANAMÃ";"R$ 68.308,00";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"IRANDUBA";"R$ 68.366,77";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"SÃO PAULO DE OLIVENÇA";"R$ 68.619,35";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Administração Pública Municipal";"AM";"CAREIRO";"R$ 68.832,32";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"HUMAITÁ";"R$ 69.235,26";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"APUÍ";"R$ 69.411,12";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Administração Pública Municipal";"AM";"CAREIRO";"R$ 69.429,36";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"IPIXUNA";"R$ 69.464,64";
"Legais, Voluntárias e Específicas";"22BO - ACOES DE PROTECAO E DEFESA CIVIL";"Sem informação";"Administração Pública Municipal";"AM";"UARINI";"R$ 70.000,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"FONTE BOA";"R$ 70.028,55";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"CAREIRO DA VÁRZEA";"R$ 70.122,00";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"IRANDUBA";"R$ 70.294,94";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"CODAJÁS";"R$ 70.647,37";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"BENJAMIN CONSTANT";"R$ 70.695,72";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"SANTO ANTÔNIO DO IÇÁ";"R$ 71.013,56";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"BENJAMIN CONSTANT";"R$ 71.758,37";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"EIRUNEPÉ";"R$ 72.290,36";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"MANICORÉ";"R$ 72.332,77";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"ATALAIA DO NORTE";"R$ 72.357,12";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"BARREIRINHA";"R$ 72.417,92";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"TAPAUÁ";"R$ 72.448,62";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"BARREIRINHA";"R$ 74.335,12";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"MANAQUIRI";"R$ 74.483,60";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"BARREIRINHA";"R$ 75.174,27";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"URUCARÁ";"R$ 75.515,00";
